a,b,a_desc,b_desc,combined,visual,silhouette,color,text
U4-14,G1-26,青い鬼火をまとう九尾の白狐,模様タイルの生物,0.51753,0.83473,0.89287,0.78105,0.0
G4-21,G4-30,歯車の大蛇,異次元門の守護者,0.51752,0.8347,0.86797,0.80405,0.0
U6-30,G5-06,王冠と口ひげの黄金スライム王,巨大な鐘を持つ陽気な山の守護者,0.51746,0.83461,0.84668,0.82351,0.0
G4-30,G5-21,異次元門の守護者,虹を織る現実の織姫,0.51743,0.83456,0.91988,0.75581,0.0
U1-23,G5-23,石像になった小型ガーゴイル,巻物柱を持つ天上の記録者,0.51737,0.83447,0.84103,0.82847,0.0
G3-18,G4-09,自動販売機ミミック,隕石炉の巨人,0.51737,0.83446,0.84779,0.82224,0.0
U6-25,G3-04,顔のある巨大樹,洋服ダンスミミック,0.51733,0.83441,0.84081,0.82857,0.0
G5-20,G5-25,星を鍛える巨大炉,宙に浮く虚無宮殿,0.51733,0.8344,0.87111,0.80055,0.0
U4-15,U4-25,結晶装甲の岩ゴーレム,雷をまとった青いオオカミ,0.51731,0.83437,0.87409,0.79775,0.0
U5-04,U6-23,トゲのある巨大サボテン獣,緑の毒スライム,0.51731,0.83437,0.86408,0.80704,0.0
U3-22,G5-21,大耳の砂色ネズミ,虹を織る現実の織姫,0.51728,0.83433,0.87044,0.80098,0.0
G4-23,G4-25,月望遠鏡の魔導士,星空球を抱く巨像,0.51722,0.83422,0.82181,0.84576,0.0
G4-10,G4-26,鏡の迷宮騎士,多数の王冠をまとう王,0.51721,0.83422,0.8818,0.79038,0.0
G4-07,G5-23,磁器の女王,巻物柱を持つ天上の記録者,0.51715,0.83411,0.8148,0.852,0.0
U4-07,U6-01,泡をまとった青赤の海竜,笑顔の青いスライム,0.5171,0.83404,0.84055,0.82806,0.0
U1-18,U1-28,提灯を持つ白い幽霊,氷結晶をまとった白フクロウ,0.5171,0.83403,0.86826,0.80243,0.0
U1-10,G5-01,バラの殻を持つカタツムリ,笑顔で手を差し伸べる白ひげ王,0.51707,0.83398,0.86899,0.8017,0.0
U3-28,U4-04,葉のふたを持つ緑の壺スライム,宝珠を抱く巨大な古代樹,0.51705,0.83395,0.89845,0.77444,0.0
G4-10,G5-16,鏡の迷宮騎士,世界時計の機械神,0.51701,0.83388,0.83702,0.83107,0.0
G1-15,G1-19,サイコロの子,消しゴムの生物,0.51698,0.83384,0.86087,0.80888,0.0
G1-01,G2-17,ボタン甲虫,マント付きパンケーキ,0.51697,0.83382,0.87957,0.79168,0.0
G3-22,G4-11,炎のオーブン獣,摩天楼の巨人,0.51694,0.83377,0.88587,0.78567,0.0
G4-06,G5-29,黒曜石の音楽箱獣,赤黒の宇宙操り人形皇帝,0.51692,0.83374,0.81648,0.8497,0.0
U2-02,G1-09,炎の尾を持つ小さなキツネ,懐中時計の子,0.51686,0.83365,0.85254,0.81625,0.0
G1-24,G2-29,弁当箱ミミック,虹色ビー玉の生物,0.51685,0.83363,0.87585,0.79475,0.0
U1-05,G2-07,雲の体を持つクラゲ,雪の結晶の子,0.51679,0.83353,0.84197,0.82577,0.0
G4-30,G5-07,異次元門の守護者,黒紫の深淵魔王,0.51677,0.83349,0.89332,0.7783,0.0
U4-27,G3-22,歯車を内蔵した森のゴーレム,炎のオーブン獣,0.51676,0.83348,0.87319,0.79688,0.0
U4-13,G5-13,火山を背負った溶岩ガメ,生きた玉座に座る暴君,0.51672,0.83342,0.84103,0.82646,0.0
U5-30,G5-06,王冠とローブの黄金スライム王,巨大な鐘を持つ陽気な山の守護者,0.51671,0.83341,0.83359,0.83327,0.0
G4-15,G5-07,ステンドグラスの天使,黒紫の深淵魔王,0.51671,0.83341,0.90179,0.77026,0.0
G3-04,G4-26,洋服ダンスミミック,多数の王冠をまとう王,0.5167,0.83338,0.82681,0.8395,0.0
U2-09,U2-15,葉を背負った小さなカメ,葉と角を持つ緑の子ドラゴン,0.51669,0.83337,0.85837,0.8104,0.0
U6-17,G1-15,赤傘のキノコ,サイコロの子,0.51663,0.83327,0.91057,0.7619,0.0
U1-04,G2-22,どんぐりを抱えた赤い小悪魔,松ぼっくりの精,0.51662,0.83326,0.87167,0.79789,0.0
U3-21,U4-18,青い結晶を背負った水の生物,水と蓮に包まれた女王,0.51661,0.83324,0.81105,0.85381,0.0
G4-25,G5-27,星空球を抱く巨像,舞台ごと現れた夢劇場の王,0.5166,0.83322,0.89772,0.77371,0.0
G3-21,G5-01,ケーキ騎士,笑顔で手を差し伸べる白ひげ王,0.51658,0.8332,0.82887,0.83727,0.0
G5-01,G5-24,笑顔で手を差し伸べる白ひげ王,巨大な無限方位盤の神,0.51658,0.8332,0.88615,0.78433,0.0
U4-18,U4-21,水と蓮に包まれた女王,金装甲をまとった青い海竜,0.51655,0.83314,0.88917,0.78144,0.0
U5-09,U5-18,舌を出す宝箱ミミック,紫結晶を背負ったモグラ,0.51651,0.83308,0.88773,0.7827,0.0
G1-14,G2-04,方位磁針の生物,太陽光の綿毛,0.51651,0.83308,0.84375,0.82322,0.0
U4-14,G5-01,青い鬼火をまとう九尾の白狐,笑顔で手を差し伸べる白ひげ王,0.5164,0.8329,0.88594,0.78396,0.0
U6-22,G3-09,黒赤装甲の巨大カニ,旅行かばんミミック,0.5164,0.8329,0.85525,0.81238,0.0
G1-06,G1-23,ぜんまい人形,ほうきの精,0.51639,0.83288,0.79047,0.8721,0.0
G4-22,G5-07,遊園地を背負う巨像,黒紫の深淵魔王,0.51638,0.83288,0.86309,0.805,0.0
G4-29,G5-27,火山炉の城塞巨人,舞台ごと現れた夢劇場の王,0.51636,0.83284,0.88803,0.78195,0.0
U1-09,G4-26,鉱石を掘るモグラ,多数の王冠をまとう王,0.51632,0.83278,0.84374,0.82274,0.0
U1-23,G4-30,石像になった小型ガーゴイル,異次元門の守護者,0.5163,0.83274,0.87677,0.79215,0.0
G2-18,G5-06,チーズ片の生物,巨大な鐘を持つ陽気な山の守護者,0.5163,0.83274,0.84392,0.82243,0.0
U1-21,U3-22,貝殻を背負った泡の生物,大耳の砂色ネズミ,0.51629,0.83272,0.81107,0.85278,0.0
G4-23,G4-27,月望遠鏡の魔導士,宇宙方位磁針の巨人,0.51626,0.83268,0.82284,0.84184,0.0
G2-07,G2-23,雪の結晶の子,虹色のシャボン玉,0.51623,0.83263,0.82923,0.83583,0.0
U4-21,G5-24,金装甲をまとった青い海竜,巨大な無限方位盤の神,0.51619,0.83256,0.91585,0.75564,0.0
U2-11,G5-07,魔女帽子をかぶった黒いカラス,黒紫の深淵魔王,0.51617,0.83253,0.87498,0.7934,0.0
G1-12,G1-23,長靴の生物,ほうきの精,0.51616,0.83252,0.8129,0.8507,0.0
U6-05,G3-04,大口の巨大食虫植物,洋服ダンスミミック,0.51615,0.8325,0.85729,0.80967,0.0
U6-26,G4-10,棍棒を持つ青い一つ目オーガ,鏡の迷宮騎士,0.51613,0.83247,0.89748,0.7725,0.0
U4-03,U4-17,黒紫の大型ドラゴン,紫炎と角を持つ魔獣,0.51611,0.83244,0.86412,0.80329,0.0
U1-09,G4-01,鉱石を掘るモグラ,大聖堂の鐘を宿す巨像,0.51608,0.83239,0.82846,0.8361,0.0
U4-30,G5-01,雲に乗る金色の天竜,笑顔で手を差し伸べる白ひげ王,0.51606,0.83236,0.87436,0.7936,0.0
G4-10,G4-19,鏡の迷宮騎士,巨大鐘のガーゴイル,0.51605,0.83233,0.84937,0.81668,0.0
G3-04,G5-06,洋服ダンスミミック,巨大な鐘を持つ陽気な山の守護者,0.51603,0.83231,0.87769,0.79044,0.0
U4-04,U4-10,宝珠を抱く巨大な古代樹,金色の大型ドラゴン,0.51601,0.83227,0.88073,0.78754,0.0
G5-10,G5-11,白毛の巨大獣王,多数の鏡を操る聖女,0.51599,0.83224,0.87457,0.79316,0.0
U2-03,G2-19,苔むした丸岩ゴーレム,クルミ殻の精,0.51598,0.83223,0.89224,0.77692,0.0
U4-09,U4-24,杖を持つ森の妖精女王,巨大化した食虫植物,0.51597,0.83222,0.89653,0.77287,0.0
G4-15,G5-15,ステンドグラスの天使,天球儀を操る観測神,0.51596,0.8322,0.83109,0.83328,0.0
U4-09,U4-16,杖を持つ森の妖精女王,金青の大型昆虫戦士,0.51593,0.83215,0.88176,0.78641,0.0
U2-18,U3-01,青結晶の殻を持つカタツムリ,泡を出す青いスライム,0.51588,0.83206,0.83315,0.83113,0.0
U3-24,U6-01,氷をまとった青白いヒツジ,笑顔の青いスライム,0.51588,0.83206,0.8394,0.82536,0.0
G4-07,G5-21,磁器の女王,虹を織る現実の織姫,0.51587,0.83205,0.84222,0.82268,0.0
U2-07,U2-23,青い羽のハチ妖精,青白いグリフォン,0.51585,0.83201,0.88048,0.78735,0.0
U4-15,G1-26,結晶装甲の岩ゴーレム,模様タイルの生物,0.51585,0.83201,0.91248,0.75768,0.0
U4-04,U5-02,宝珠を抱く巨大な古代樹,花と苔をまとった巻角のヒツジ,0.51584,0.832,0.8594,0.80675,0.0
U1-12,U2-12,苔と岩の装甲を持つイモムシ,花を咲かせた小型サボテン,0.51582,0.83197,0.86669,0.80004,0.0
U5-15,G5-21,太鼓を持つキノコ旅人,虹を織る現実の織姫,0.51582,0.83196,0.87001,0.79689,0.0
G4-10,G5-20,鏡の迷宮騎士,星を鍛える巨大炉,0.5158,0.83193,0.86784,0.79889,0.0
U2-03,U6-25,苔むした丸岩ゴーレム,顔のある巨大樹,0.51579,0.83192,0.85256,0.81294,0.0
G5-26,G5-27,太陽と月をまとう双極の神,舞台ごと現れた夢劇場の王,0.51579,0.83191,0.92351,0.74736,0.0
U2-09,U6-30,葉を背負った小さなカメ,王冠と口ひげの黄金スライム王,0.51577,0.83188,0.88632,0.78169,0.0
U1-27,U6-30,鍵を持つ緑のゴブリン,王冠と口ひげの黄金スライム王,0.51572,0.83181,0.85496,0.81051,0.0
U3-29,U6-30,赤い子ドラゴン,王冠と口ひげの黄金スライム王,0.5157,0.83178,0.85871,0.807,0.0
G5-21,G5-26,虹を織る現実の織姫,太陽と月をまとう双極の神,0.5157,0.83178,0.88818,0.77975,0.0
U1-05,U5-25,雲の体を持つクラゲ,雲に乗る白いトゲ玉,0.51566,0.83171,0.80103,0.86008,0.0
U6-04,G4-06,炎のたてがみを持つイノシシ,黒曜石の音楽箱獣,0.5156,0.83162,0.82924,0.83387,0.0
U2-12,U6-05,花を咲かせた小型サボテン,大口の巨大食虫植物,0.51559,0.83159,0.87538,0.79127,0.0
U4-30,G5-24,雲に乗る金色の天竜,巨大な無限方位盤の神,0.51555,0.83153,0.92155,0.74834,0.0
U4-24,U6-30,巨大化した食虫植物,王冠と口ひげの黄金スライム王,0.51554,0.83152,0.88193,0.78505,0.0
U1-04,U4-13,どんぐりを抱えた赤い小悪魔,火山を背負った溶岩ガメ,0.51552,0.83149,0.84506,0.81904,0.0
U6-15,G1-09,甲羅装甲の緑カメ,懐中時計の子,0.51543,0.83133,0.84598,0.81788,0.0
U6-17,G2-04,赤傘のキノコ,太陽光の綿毛,0.51542,0.83132,0.84974,0.81435,0.0
U6-12,U6-28,青いオオカミ,三つ首の紫ヒドラ,0.51541,0.83131,0.85652,0.80809,0.0
U4-12,G5-21,白翼の聖騎士,虹を織る現実の織姫,0.51541,0.8313,0.83982,0.82349,0.0
U6-09,G3-18,苔むした岩ゴーレム,自動販売機ミミック,0.51541,0.8313,0.87992,0.78644,0.0
G2-22,G3-19,松ぼっくりの精,古いカメラのクモ,0.51539,0.83127,0.85439,0.81003,0.0
U6-26,G4-28,棍棒を持つ青い一つ目オーガ,虹結晶の大聖堂,0.51538,0.83126,0.8895,0.7775,0.0
G3-18,G5-16,自動販売機ミミック,世界時計の機械神,0.51536,0.83122,0.84976,0.81414,0.0
U1-04,G5-13,どんぐりを抱えた赤い小悪魔,生きた玉座に座る暴君,0.51535,0.83121,0.84736,0.81638,0.0
G4-10,G5-25,鏡の迷宮騎士,宙に浮く虚無宮殿,0.51534,0.8312,0.86388,0.80106,0.0
U5-13,U6-10,氷の毛と牙を持つイノシシ,青いクラゲ,0.51533,0.83118,0.83897,0.824,0.0
G4-24,G5-27,大地を揺らす太鼓巨人,舞台ごと現れた夢劇場の王,0.51532,0.83117,0.82511,0.8368,0.0
G4-05,G5-07,雷をまとう巨大列車,黒紫の深淵魔王,0.51531,0.83115,0.86274,0.80203,0.0
U1-22,G1-12,葉を生やしたカボチャの精,長靴の生物,0.51531,0.83114,0.85318,0.81087,0.0
U4-10,U5-04,金色の大型ドラゴン,トゲのある巨大サボテン獣,0.51529,0.83112,0.86741,0.79765,0.0
G4-06,G4-17,黒曜石の音楽箱獣,ルーレット魔王,0.51526,0.83106,0.7801,0.87815,0.0
G4-24,G5-20,大地を揺らす太鼓巨人,星を鍛える巨大炉,0.51518,0.83094,0.83088,0.83107,0.0
U4-02,G5-11,金青の装飾を持つ聖獣グリフォン,多数の鏡を操る聖女,0.51511,0.83083,0.82662,0.83477,0.0
G4-10,G5-21,鏡の迷宮騎士,虹を織る現実の織姫,0.51504,0.83071,0.88809,0.77776,0.0
G4-24,G5-29,大地を揺らす太鼓巨人,赤黒の宇宙操り人形皇帝,0.51504,0.83071,0.82844,0.83287,0.0
U1-09,U5-08,鉱石を掘るモグラ,盾と槍を持つカカシ騎士,0.51503,0.83069,0.83016,0.83125,0.0
U4-08,G4-12,鎌を持つ騎乗死神,黒穴を操る魔導士,0.51503,0.83069,0.85322,0.80999,0.0
G5-01,G5-23,笑顔で手を差し伸べる白ひげ王,巻物柱を持つ天上の記録者,0.51502,0.83067,0.86675,0.79738,0.0
G1-07,G3-04,糸巻きの精,洋服ダンスミミック,0.515,0.83064,0.83593,0.82579,0.0
U4-14,G2-13,青い鬼火をまとう九尾の白狐,塩入れの生物,0.51497,0.8306,0.83137,0.82996,0.0
U1-27,U5-14,鍵を持つ緑のゴブリン,一つ目の巨大樹人,0.51496,0.83057,0.81988,0.84052,0.0
U4-14,G5-10,青い鬼火をまとう九尾の白狐,白毛の巨大獣王,0.51496,0.83057,0.88268,0.78246,0.0
G3-28,G4-12,鏡の霊体,黒穴を操る魔導士,0.51495,0.83057,0.9062,0.76082,0.0
G5-06,G5-08,巨大な鐘を持つ陽気な山の守護者,紅い外套と剣の覇王,0.51494,0.83055,0.90112,0.7654,0.0
U1-22,U2-28,葉を生やしたカボチャの精,大口の食虫植物,0.51493,0.83054,0.88999,0.77576,0.0
U6-04,G4-26,炎のたてがみを持つイノシシ,多数の王冠をまとう王,0.51491,0.83051,0.83091,0.8302,0.0
U5-14,U6-15,一つ目の巨大樹人,甲羅装甲の緑カメ,0.51491,0.8305,0.835,0.82644,0.0
G1-15,G2-20,サイコロの子,巻貝の精,0.51491,0.8305,0.85568,0.80725,0.0
G1-26,G3-17,模様タイルの生物,城入りスノードームゴーレム,0.51488,0.83045,0.90956,0.7574,0.0
U2-21,G2-19,岩の体と赤いハサミを持つヤドカリ,クルミ殻の精,0.51488,0.83044,0.8643,0.79927,0.0
U6-09,G5-05,苔むした岩ゴーレム,冷静な蒼い嵐の皇帝,0.51487,0.83043,0.85239,0.8102,0.0
U5-09,G5-01,舌を出す宝箱ミミック,笑顔で手を差し伸べる白ひげ王,0.51479,0.8303,0.91883,0.7486,0.0
U6-15,U6-23,甲羅装甲の緑カメ,緑の毒スライム,0.51479,0.8303,0.86863,0.79499,0.0
U6-29,G4-08,王冠と杖を持つ黒いリッチ王,巨大ピアノと触手の魔物,0.51479,0.8303,0.84237,0.81925,0.0
G3-22,G4-01,炎のオーブン獣,大聖堂の鐘を宿す巨像,0.51472,0.8302,0.86791,0.79541,0.0
U1-27,U4-24,鍵を持つ緑のゴブリン,巨大化した食虫植物,0.51465,0.83008,0.86328,0.79954,0.0
U5-02,U5-04,花と苔をまとった巻角のヒツジ,トゲのある巨大サボテン獣,0.51464,0.83006,0.88718,0.77737,0.0
G5-17,G5-30,紫光を放つ星雲大聖堂,六つの光輪を持つ世界封印の守護者,0.51464,0.83006,0.90784,0.75826,0.0
U6-02,G5-06,緑の翼竜,巨大な鐘を持つ陽気な山の守護者,0.51462,0.83003,0.85988,0.80252,0.0
